book_id,tag_id,count
930,26138,1785
930,14467,1748
930,5207,1567
930,22743,1343
930,16203,1288
930,7457,1197
930,11590,753
930,4949,693
930,1642,667
930,8055,551
930,22034,538
930,1659,524
960,30574,26678
960,11743,9364
960,20939,5740
960,11557,5077
960,30358,4563
960,8865,1937
960,22743,1714
960,5207,1712
960,29076,1274
960,27199,1024
960,1691,973
960,20994,965
960,14487,822
960,8517,820
960,9221,736
960,1642,661
960,30386,632
960,22753,605
960,8717,573
960,8055,532
968,11743,13725
968,8717,9968
968,11557,6024
968,30358,5358
968,30574,5231
968,5207,2283
968,22743,2235
968,8865,2013
968,29076,1507
968,14487,1379
968,1691,1244
968,20994,1160
968,22034,1018
968,27199,1011
968,9221,938
968,1642,923
968,8055,786
968,22753,776
968,1659,725
968,30386,707
968,25647,672
968,21989,623
968,12948,535
976,30574,18861
976,11743,3201
976,30358,2273
976,20939,1594
976,8865,1372
976,11557,859
976,22743,693
976,5207,573
976,29076,556
998,30574,37679
998,8717,2198
998,21689,602
998,11937,536
998,5951,513
1005,30574,816
1032,30574,2216
1052,30574,41683
1052,8717,2144
1067,30574,114474
1067,14552,4413
1067,8717,3394
1067,21689,1886
1067,21773,806
1067,2305,565
1078,30574,1413
1078,7009,694
1097,30574,90506
1097,21689,3640
1097,21773,1548
1097,8717,1507
1097,12175,1229
1103,30574,136892
1103,14487,3432
1103,11743,2442
1103,8717,1876
1103,11557,1720
1103,4949,1526
1103,7009,764
1103,14467,600
1110,30574,3160
1110,16518,683
1171,30574,13446
1171,8717,835
1202,30574,9160
1202,21773,2959
1202,26816,878
1202,8717,817
1202,21689,623
1202,24526,581
1202,22743,543
1202,28052,513
1232,30574,190891
1232,8717,9749
1232,11557,6875
1232,11743,4560
1232,14487,2973
1232,20939,2613
1232,4949,1323
1232,5207,928
1232,22743,864
1232,11305,796
1232,5105,777
1232,11590,744
1232,28259,648
1232,14467,641
1241,30574,12142
1241,21689,717
1241,8717,570
1274,30574,79656
1274,8717,7709
1274,21689,1038
1274,27095,736
1274,24526,542
1295,30574,7742
1295,8717,519
1301,30574,11060
1301,8717,1496
1307,30574,896
1319,30574,16377
1319,8717,1594
1319,32865,636
1362,30574,4449
1362,14552,1900
1362,7457,911
1362,21689,514
1371,30574,135881
1371,7457,8814
1371,8717,6251
1371,23831,2823
1371,11743,2132
1371,11557,1480
1371,7404,1327
1371,21024,1274
1371,22743,902
1371,18367,857
1371,5207,705
1371,14552,559
1371,11305,546
1375,7457,1055
1381,30574,238730
1381,7457,14238
1381,8717,6696
1381,11743,3670
1381,23831,3418
1381,7404,2309
1381,11557,2292
1381,21024,1850
1381,11305,1271
1381,26735,1257
1381,22743,1244
1381,18367,1188
1381,5207,1098
1381,1691,680
1381,25114,574
1381,14552,555
1420,30574,139322
1420,8717,14487
1420,7457,13787
1420,23743,6984
1420,11557,5203
1420,11743,3145
1420,27438,2850
1420,9886,2510
1420,7404,2232
1420,26735,1629
1420,23727,1355
1420,5207,1131
1420,18367,1098
1420,22743,1086
1420,30208,770
1420,25114,732
1420,23831,612
1420,14370,601
1420,12315,583
1426,30574,2238
1427,30574,2915
1427,8717,630
1428,30574,23800
1428,8717,1489
1428,11743,644
1430,30574,37795
1430,8717,3255
1430,11743,877
1430,11557,750
1430,23150,507
1431,30574,2910
1519,30574,14156
1519,7457,1077
1519,23743,736
1540,7457,1415
1540,23743,869
1540,8717,511
1554,9886,823
1554,11743,716
1554,26735,609
1554,30574,544
1617,30574,51054
1617,21689,5705
1617,8717,4704
1617,11557,3917
1617,7457,3905
1617,14552,2936
1617,21773,2742
1617,26735,1229
1617,14467,1088
1617,19742,951
1617,5207,895
1617,11743,772
1617,32917,716
1617,22743,709
1617,14487,662
1617,25114,637
1617,7404,605
1617,3611,580
1618,30574,31674
1618,8717,1189
1618,11743,1099
1618,11557,672
1622,30574,94350
1622,7457,9438
1622,8717,6231
1622,23743,5185
1622,11557,2507
1622,27438,2397
1622,11743,1815
1622,9886,1584
1622,7404,1569
1622,11305,1377
1622,23727,932
1622,26735,870
1622,5207,776
1622,26138,754
1622,22743,661
1622,18367,606
1622,30208,556
1624,30574,7791
1624,8717,983
1624,21689,501
1625,30574,40397
1625,7457,4199
1625,23743,2926
1625,8717,1771
1625,27438,1555
1625,11557,1006
1625,9886,999
1625,11743,778
1625,7404,614
1627,30574,10796
1627,11743,663
1633,30574,8942
1633,8717,899
1635,30574,3882
1715,23831,1226
1715,21024,583
1823,30574,6698
1823,21689,637
1824,30574,7318
1824,21689,586
1842,30574,49043
1842,8717,4128
1842,14552,1703
1842,21689,1444
1842,21773,575
1842,26816,512
1845,30574,144278
1845,21689,6361
1845,8717,6049
1845,11557,3214
1845,21773,2370
1845,4605,1907
1845,1691,1164
1845,31155,1079
1845,5207,606
1845,22743,540
1846,30574,26990
1846,8717,1178
1846,7077,509
1848,30574,30310
1848,8717,1505
1848,4605,709
1848,11557,585
1848,21689,520
1849,30574,1033
1852,8717,7195
1852,7457,5666
1852,11743,2967
1852,11557,1328
1852,7404,1081
1852,1691,929
1852,33114,679
1852,2580,674
1869,30574,4248
1875,30574,1363
1885,7457,35772
1885,11557,31163
1885,11743,11000
1885,26138,8756
1885,7404,6542
1885,5207,4333
1885,22743,3288
1885,11590,2943
1885,14487,2813
1885,18367,2175
1885,14467,1788
1885,16157,1736
1885,30574,1401
1885,7563,1288
1885,22753,1221
1885,17213,1215
1885,20811,1143
1885,2104,1064
1885,22034,1057
1885,14527,1028
1885,7423,997
1885,24960,958
1885,1642,912
1885,509,872
1885,5751,858
1885,26735,809
1885,4949,731
1885,11497,679
1885,10644,671
1885,11505,643
1885,5776,629
1885,20774,622
1885,240,606
1885,3389,605
1885,21989,596
1885,15169,570
1885,1659,549
1885,10641,546
1885,10197,532
1885,3392,515
1885,6750,505
1885,20849,501
1898,30574,21613
1898,21689,1345
1898,8717,1309
1898,11557,581
1898,21773,547
1911,30574,55202
1911,8717,2537
1911,21689,1572
1911,14552,687
1911,5951,577
1911,10245,564
1911,21773,538
1934,30574,345105
1934,8717,27954
1934,7457,20533
1934,11557,7377
1934,11743,5990
1934,7404,3765
1934,33114,2123
1934,14487,2099
1934,5207,1908
1934,22743,1465
1934,26138,1136
1934,14467,877
1934,18367,839
1934,6953,830
1934,6828,721
1934,32989,666
1934,6857,659
1934,11590,648
1934,17213,615
1934,7423,543
1934,22753,508
1953,30574,402942
1953,8717,33064
1953,7457,16170
1953,11743,5394
1953,11557,4000
1953,7404,2830
1953,14487,2515
1953,5207,1331
1953,22743,1312
1953,18367,1200
1953,17213,674
1953,14467,660
1953,26735,572
1953,22034,547
1953,7423,501
1990,7457,572
2002,30574,5880
2049,30574,4484
2050,30574,1130
2050,20939,685
2052,21672,627
2052,30574,583
2052,11557,579
2054,30574,2695
2054,20939,707
2054,11743,575
2067,30574,15525
2068,30574,16024
2068,26816,552
2094,30574,2689
2094,21689,600
2095,30574,659
2122,30574,127319
2122,8717,7909
2122,11743,3692
2122,7457,2578
2122,11557,2462
2122,23471,1335
2137,30574,9957
2152,30574,30170
2152,11743,1165
2152,6750,601
2152,8717,587
2156,30574,220502
2156,7457,14048
2156,8717,10402
2156,11557,5873
2156,11743,3865
2156,26138,3048
2156,7404,2309
2156,5207,1502
2156,16157,1222
2156,22743,1166
2156,14487,904
2156,7563,770
2156,18367,747
2156,11590,715
2156,14467,651
2156,17213,530
2156,509,530
2159,30574,3889
2159,21689,693
2165,7457,10485
2165,11743,6306
2165,8717,5831
2165,11557,2735
2165,7404,1875
2165,18367,1216
2165,22743,801
2165,5207,687
2165,22034,649
2165,2313,537
2165,2277,522
2165,26735,512
2175,30574,115746
2175,8717,8718
2175,7457,6900
2175,11743,2810
2175,11557,1469
2175,7404,1125
2175,12553,984
2175,22743,731
2175,18367,635
2175,5207,628
2175,12568,547
2175,12452,531
2183,30574,654
2187,30574,299006
2187,8717,7904
2187,11743,6142
2187,11557,4701
2187,4949,1202
2187,14487,851
2187,5207,845
2187,8055,759
2187,22743,711
2187,24609,603
2187,18001,503
2199,30574,141668
2199,8717,6008
2199,14552,3124
2199,21689,1614
2199,4605,1245
2199,21773,677
2199,23931,570
2199,11557,534
2203,30574,172823
2203,8717,3543
2203,14552,3109
2203,4605,2591
2203,21689,1562
2203,21773,633
2203,11557,559
2255,30574,25400
2255,8717,791
2265,30574,867
2279,30574,10376
2279,8717,1204
2368,30574,978
2368,4605,633
2368,8717,574
2368,14552,569
2371,30574,3162
2372,30574,2217
2373,30574,53438
2373,20939,927
2373,8717,759
2373,30358,543
2373,8517,528
2430,30574,5811
2442,11305,3855
2442,9565,1275
2442,15048,654
2442,11743,642
2442,29568,523
2493,30574,155806
2493,8717,8280
2493,7457,6362
2493,26837,5287
2493,26771,3792
2493,11743,2749
2493,7404,1234
2493,11557,1117
2493,30464,1008
2493,11305,796
2493,22743,662
2493,26894,615
2493,5207,524
2493,17213,502
2517,30574,27830
2517,8717,3191
2517,11743,893
2517,14487,515
2526,30574,90500
2526,8717,4498
2526,11743,2546
2526,11557,2239
2526,10059,643
2526,26837,556
2528,30574,2552
2530,30574,519
2547,30574,1991
2547,23831,1883
2547,11557,1639
2547,23471,1270
2547,7457,1048
2547,11743,655
2547,28384,529
2612,30574,320295
2612,8717,9353
2612,21689,6234
2612,21773,2179
2612,5951,2079
2612,24526,1564
2612,11557,737
2612,28052,659
2612,26816,547
2623,30574,227548
2623,8717,17320
2623,7457,15539
2623,11743,5149
2623,11557,3134
2623,7404,2504
2623,5207,1415
2623,22743,1332
2623,18367,1094
2623,14487,807
2623,26735,606
2623,7423,516
2623,22034,515
2623,509,503
2657,7457,31068
2657,11557,30903
2657,30574,10108
2657,7404,6309
2657,14487,4735
2657,22743,3059
2657,26735,2992
2657,7563,2956
2657,11590,2626
2657,18367,2505
2657,33114,2436
2657,8717,1997
2657,4949,1437
2657,25114,1406
2657,14467,1362
2657,22034,1347
2657,22753,1197
2657,24960,1100
2657,2104,1076
2657,26740,1029
2657,12315,1017
2657,30521,934
2657,7852,930
2657,14370,923
2657,11743,879
2657,2277,860
2657,7423,838
2657,2313,832
2657,11505,789
2657,32989,726
2657,24609,726
2657,1642,722
2657,240,678
2657,21989,675
2657,30573,645
2657,11497,639
2657,20774,620
2657,1659,612
2657,18326,611
2657,25438,584
2657,9886,572
2657,18045,552
2657,25151,549
2657,10644,519
2657,923,508
2657,24624,508
2657,12948,501
2666,30574,2854
2666,11743,1349
2696,23831,1615
2696,30574,1384
2696,7404,959
2715,14552,1854
2715,21689,1632
2715,30574,1314
2715,21773,682
2715,12175,596
2743,30574,13402
2743,8717,1128
2743,21689,704
2744,30574,74770
2744,11305,6666
2744,8717,3580
2744,11743,2301
2744,11557,1264
2744,31617,865
2744,22743,701
2744,21024,505
2748,30574,3030
2767,30574,166850
2767,8717,11011
2767,14552,4610
2767,21689,2673
2767,21773,1269
2767,11557,802
2767,23931,634
2784,30574,3829
2784,8717,1193
2784,21689,640
2794,30574,24108
2794,11743,1685
2794,11557,684
2839,30574,15173
2839,11557,2283
2839,33114,2245
2839,11743,1980
2839,6953,1500
2839,8717,1438
2839,11305,1299
2839,7457,1294
2839,6857,932
2839,32989,784
2839,6888,737
2839,6828,716
2839,6895,658
2839,19974,593
2839,5207,576
2839,25438,533
2865,30574,177278
2865,14487,5028
2865,11743,2943
2865,11557,1621
2865,14467,960
2865,2938,677
2865,7457,671
2865,8717,544
2865,5207,514
2872,30574,808
2872,14487,721
2873,30574,1503
2873,14487,762
2879,30574,1608
2879,19052,1201
2880,30574,12177
2880,19052,3914
2932,30574,72088
2932,7457,5907
2932,8717,4566
2932,11743,2460
2932,7404,1096
2932,1691,973
2932,22743,617
2932,11557,582
2932,5207,545
2956,8717,20158
2956,7457,17401
2956,11743,7519
2956,7404,3227
2956,11557,2615
2956,30574,1820
2956,14487,1481
2956,18367,1409
2956,33114,1384
2956,1691,1272
2956,22743,1227
2956,26735,1199
2956,5207,1187
2956,22034,663
2956,25114,571
2956,2313,568
2956,2277,561
2956,6953,537
2956,14467,518
2998,30574,222156
2998,7457,12224
2998,8717,6309
2998,11557,5435
2998,11743,3873
2998,6953,2688
2998,7404,2416
2998,6857,1873
2998,33114,1775
2998,5207,1455
2998,6888,1339
2998,22743,1189
2998,6828,1078
2998,6895,1036
2998,14487,855
2998,17124,688
2998,6838,612
2998,32989,603
2998,6960,590
2998,11590,560
2998,17213,530
3008,30574,89682
3008,8717,7484
3008,7457,5576
3008,11557,2894
3008,11743,1518
3008,6953,1366
3008,7404,1007
3008,6857,933
3008,33114,784
3008,6888,722
3008,5207,699
3008,6828,574
3008,22743,566
3008,14487,534
3008,6895,522
3061,30574,14615
3087,30574,4733
3087,7457,4067
3087,11743,1741
3087,11557,1071
3087,26138,681
3087,7404,625
3102,30574,2772
3102,11743,1082
3103,30574,6027
3103,7457,672
3103,11743,532
3109,30574,116840
3109,8717,7812
3109,21689,4525
3109,12175,2752
3109,21773,1995
3109,11557,990
3109,26816,717
3109,14134,705
3110,30574,7265
3110,21773,731
3273,30574,70720
3273,14487,1811
3273,8717,1162
3273,4949,1056
3273,11743,822
3273,11557,682
3291,30574,5424
3300,30574,1733
3300,8717,550
3304,30574,7072
3304,8717,572
3368,30574,10540
3368,8717,993
3368,9318,533
3378,30574,10863
3378,11743,740
3381,30574,9073
3384,30574,2148
3388,30574,1405
3412,30574,5744
3446,30574,5648
3447,30574,6057
3462,30574,4614
3462,21529,1298
3462,26138,1282
3462,11743,614
3463,30574,24635
3463,21529,1307
3463,26138,1212
3463,8717,959
3463,11743,638
3464,30574,4460
3464,26138,1001
3465,30574,7771
3465,21529,628
3466,30574,61192
3466,8717,2070
3466,26138,1437
3466,21529,1378
3466,11743,734
3466,11557,622
3467,30574,13654
3467,8717,912
3467,33114,826
3467,10064,542
3467,11305,506
3473,30574,1832
3476,30574,17101
3478,30574,19366
3478,26138,1727
3478,21529,1383
3478,8717,1292
3478,11743,826
3478,11557,574
3483,30574,1710
3483,11743,1153
3483,11557,513
3507,30574,5087
3507,20939,1650
3507,16184,904
3507,11743,509
3559,30574,1047
3559,8717,566
3562,30574,17224
3562,7457,757
3581,30574,10202
3581,8717,1864
3590,30574,8891
3590,7457,4843
3590,20939,3587
3590,11743,2160
3590,11557,1580
3590,8717,1191
3590,27669,986
3590,7404,847
3590,8517,840
3590,22743,657
3590,17213,647
3590,27575,566
3590,5207,561
3636,30574,8433
3636,11557,1057
3636,6857,825
3636,11743,642
3636,7457,540
3636,8717,526
3636,26740,505
3656,30574,2259
3656,11743,645
3679,30574,2870
3679,8717,1676
3679,11743,1343
3682,30574,47489
3682,11305,1401
3682,33114,1152
3682,14467,952
3682,22973,924
3682,14487,866
3682,32989,755
3682,11557,725
3682,26138,712
3682,18886,616
3682,22743,574
3685,30574,42465
3685,7457,3860
3685,8717,1393
3685,11743,1275
3685,11557,982
3685,6953,920
3685,7404,790
3685,2580,655
3685,33114,631
3685,6857,571
3685,5207,539
3686,30574,8288
3690,30574,1321
3690,11743,991
3690,7457,503
3692,30574,2178
3698,11743,1204
3698,7457,568
3698,8717,553
3710,30574,5039
3711,30574,44784
3711,11743,2450
3711,8717,1985
3711,11557,1029
3750,30574,5315
3757,30574,5192
3758,30574,20796
3758,8717,1135
3758,11743,1118
3758,30358,617
3760,30574,2066
3762,30574,5567
3763,11743,519
3764,30574,7448
3805,30574,6653
3805,8717,3988
3805,11743,2711
3832,30574,14131
3832,20939,1063
3836,7457,6219
3836,11743,2922
3836,30574,1863
3836,11557,1311
3836,18367,740
3836,22743,714
3836,5207,507
3858,30574,3880
3867,30574,5480
3867,11743,2130
3867,11557,1945
3867,4949,727
3869,8717,11691
3869,30574,8163
3869,26816,5922
3869,21689,4147
3869,21773,1234
3869,23569,1022
3869,11557,779
3869,22743,586
3872,30574,4565
3872,21689,708
3873,30574,66230
3873,25647,1166
3873,8717,1034
3873,14552,810
3873,21689,675
3876,30574,6673
3876,7457,6005
3876,8717,5479
3876,11743,4085
3876,11557,2456
3876,7404,945
3876,18367,822
3876,22743,545
3895,30574,27379
3895,8150,576
3972,30574,4364
3972,26837,556
3973,30574,1368
3974,30574,23796
3974,14821,1274
3974,8717,983
3974,14487,612
3974,11743,508
3977,30574,10286
3977,26837,1230
3977,26771,952
3977,8717,537
3980,30574,37169
3980,11557,1495
3980,11743,1235
3980,6953,1148
3980,33114,951
3980,6857,707
3980,8717,706
3980,6888,660
3980,20939,573
3980,6895,533
3980,7457,500
3985,30574,29685
3985,8717,5407
3985,11743,3721
3985,11557,2738
3985,14487,1048
4004,30574,20107
4004,8717,1539
4005,30574,1077
4006,30574,1041
4006,8717,539
4035,30574,5044
4069,30574,198532
4069,8717,10062
4069,21689,3133
4069,24526,2584
4069,23471,2232
4069,11557,1966
4069,21773,1118
4069,14552,842
4069,19733,633
4069,7457,558
4069,4605,549
4069,27095,504
4099,30574,3997
4099,8717,1638
4099,24420,884
4122,30574,2377
4122,5951,1025
4135,30574,6054
4136,30574,31077
4136,15048,1582
4136,21689,844
4136,8717,710
4136,27669,564
4136,19733,523
4137,30574,5143
4137,15048,3613
4137,21689,3509
4137,11557,2655
4137,19733,2043
4137,21773,1596
4137,10891,1211
4137,27669,751
4137,19742,731
4137,11743,676
4137,7725,643
4137,12680,523
4138,30574,80238
4138,15048,2067
4138,8717,1852
4138,21689,1521
4138,19733,1119
4138,11557,800
4138,21773,701
4138,10891,653
4143,30574,13765
4143,15048,816
4261,30574,1779
4264,30574,12198
4271,30574,2647
4271,11743,1805
4271,11557,570
4271,8717,563
4325,30574,2596
4325,11557,865
4325,32989,680
4325,33114,657
4325,5207,502
4339,30574,8692
4364,30574,978
4373,30574,2458
4373,21689,566
4373,8717,563
4395,30574,28776
4395,7457,10927
4395,11743,5804
4395,11557,3727
4395,7404,1800
4395,14487,1786
4395,18367,1094
4395,8717,850
4395,22743,809
4395,5207,774
4395,26735,536
4395,22034,525
