lhs,rhs,confidence
"(24, 902)","(21,)",0.9030303030303031
"(21, 1067)","(24,)",0.9138755980861244
"(24, 1103)","(21,)",0.9101796407185628
"(21, 1103)","(24,)",0.926829268292683
"(24, 1241)","(21,)",0.9504950495049505
"(21, 1301)","(24,)",0.9176029962546817
"(24, 1426)","(21,)",0.9197080291970803
"(21, 1426)","(24,)",0.9163636363636364
"(21, 1618)","(24,)",0.9067796610169492
"(21, 1624)","(24,)",0.9173553719008265
"(21, 1627)","(24,)",0.9176829268292683
"(24, 1633)","(21,)",0.9137529137529138
"(21, 1633)","(24,)",0.9311163895486936
"(24, 1824)","(21,)",0.9455445544554455
"(21, 1824)","(24,)",0.9455445544554455
"(24, 1846)","(21,)",0.9
"(21, 1846)","(24,)",0.9278350515463918
"(21, 1852)","(24,)",0.9421487603305785
"(24, 1885)","(21,)",0.9064748201438849
"(21, 1885)","(24,)",0.9163636363636364
"(21, 1911)","(24,)",0.9019607843137255
"(21, 2002)","(24,)",0.9155844155844156
"(24, 2067)","(21,)",0.9117647058823529
"(21, 2068)","(24,)",0.9014084507042254
"(21, 2095)","(24,)",0.9069767441860465
"(24, 2152)","(21,)",0.9438202247191011
"(21, 2152)","(24,)",0.9491525423728814
"(21, 2165)","(24,)",0.9272727272727272
"(24, 2371)","(21,)",0.9259259259259259
"(21, 2371)","(24,)",0.9615384615384616
"(24, 2430)","(21,)",0.9251700680272109
"(24, 2547)","(21,)",0.9296482412060302
"(21, 2547)","(24,)",0.9113300492610837
"(24, 2623)","(21,)",0.9222972972972973
"(24, 2657)","(21,)",0.916083916083916
"(21, 2677)","(24,)",0.9157894736842105
"(21, 2743)","(24,)",0.9206349206349206
"(21, 2767)","(24,)",0.9133858267716536
"(24, 2784)","(21,)",0.9818181818181818
"(21, 2784)","(24,)",0.9310344827586207
"(24, 2794)","(21,)",0.9294117647058824
"(21, 2794)","(24,)",0.9294117647058824
"(24, 2839)","(21,)",0.9052631578947369
"(21, 3087)","(24,)",0.9173553719008265
"(24, 3102)","(21,)",0.9482758620689655
"(21, 3102)","(24,)",0.9016393442622951
"(24, 3273)","(21,)",0.9262295081967213
"(21, 3447)","(24,)",0.9
"(21, 3462)","(24,)",0.923469387755102
"(21, 3476)","(24,)",0.9016393442622951
"(24, 3559)","(21,)",0.9866666666666667
"(21, 3590)","(24,)",0.9076923076923077
"(21, 3656)","(24,)",0.9714285714285714
"(24, 3679)","(21,)",0.9230769230769231
"(21, 3679)","(24,)",0.9152542372881356
"(24, 3717)","(21,)",0.9333333333333333
"(21, 3717)","(24,)",0.9210526315789473
"(24, 3832)","(21,)",0.9251700680272109
"(21, 3832)","(24,)",0.951048951048951
"(24, 3858)","(21,)",0.9024390243902439
"(24, 3876)","(21,)",0.925
"(21, 3876)","(24,)",0.9487179487179487
"(24, 3974)","(21,)",0.9144385026737968
"(21, 3974)","(24,)",0.9
"(21, 4009)","(24,)",0.9431818181818182
"(24, 4137)","(21,)",0.9552238805970149
"(21, 4137)","(24,)",0.9846153846153847
"(24, 4138)","(21,)",0.909952606635071
"(21, 4138)","(24,)",0.9552238805970149
"(24, 4271)","(21,)",0.9193548387096774
"(24, 4325)","(21,)",0.9333333333333333
"(21, 4325)","(24,)",0.9333333333333333
"(24, 4339)","(21,)",0.9239130434782609
"(24, 4473)","(21,)",0.9195402298850575
"(24, 4530)","(21,)",0.918918918918919
"(21, 4530)","(24,)",0.9379310344827586
"(21, 4588)","(24,)",0.9122807017543859
"(21, 4630)","(24,)",0.9054054054054054
"(24, 4656)","(21,)",0.9016393442622951
"(21, 4656)","(24,)",0.9401709401709402
"(21, 4687)","(24,)",0.928
"(21, 4799)","(24,)",0.9312977099236641
"(24, 4813)","(21,)",0.9024390243902439
"(24, 4952)","(21,)",0.9587628865979382
"(21, 4952)","(24,)",0.9393939393939394
"(24, 4965)","(21,)",0.9181818181818182
"(21, 4965)","(24,)",0.9439252336448598
"(24, 4979)","(21,)",0.9223300970873787
"(21, 4979)","(24,)",0.9047619047619048
"(24, 4985)","(21,)",0.9051724137931034
"(21, 4989)","(24,)",0.9607843137254902
"(24, 5015)","(21,)",0.9239130434782609
"(21, 5015)","(24,)",0.9042553191489362
"(24, 5107)","(21,)",0.9294117647058824
"(21, 5113)","(24,)",0.9166666666666666
"(24, 5130)","(21,)",0.9285714285714286
"(21, 5130)","(24,)",0.9069767441860465
"(24, 5158)","(21,)",0.9207920792079208
"(24, 5159)","(21,)",0.9022556390977443
"(21, 5159)","(24,)",0.96
"(21, 5160)","(24,)",0.9202898550724637
"(24, 5166)","(21,)",0.9333333333333333
"(21, 5166)","(24,)",0.9545454545454546
"(21, 5168)","(24,)",0.9180327868852459
"(24, 5171)","(21,)",0.9482758620689655
"(21, 5176)","(24,)",0.9444444444444444
"(21, 5179)","(24,)",0.9203539823008849
"(21, 5203)","(24,)",0.9274193548387096
"(24, 5204)","(21,)",0.9466666666666667
"(21, 5204)","(24,)",0.9102564102564102
"(21, 5306)","(24,)",0.9047619047619048
"(24, 5308)","(21,)",0.9111111111111111
"(24, 5345)","(21,)",0.9117647058823529
"(21, 5345)","(24,)",0.9029126213592233
"(24, 5347)","(21,)",0.9191176470588235
"(21, 5347)","(24,)",0.9259259259259259
"(24, 5352)","(21,)",0.9175257731958762
"(24, 5355)","(21,)",0.9047619047619048
"(21, 5355)","(24,)",0.9193548387096774
"(24, 5357)","(21,)",0.9148936170212766
"(21, 5357)","(24,)",0.9247311827956989
"(24, 5360)","(21,)",0.9324324324324325
"(21, 5417)","(24,)",0.9418604651162791
"(24, 5575)","(21,)",0.9418604651162791
"(21, 5575)","(24,)",0.9642857142857143
"(24, 5759)","(21,)",0.9240506329113924
"(21, 5759)","(24,)",0.9240506329113924
"(21, 5826)","(24,)",0.9506172839506173
"(24, 6192)","(21,)",0.9195402298850575
"(21, 6259)","(24,)",0.953125
"(21, 6334)","(24,)",0.9746835443037974
"(24, 6440)","(21,)",0.9361702127659575
"(21, 6440)","(24,)",0.9361702127659575
"(24, 6749)","(21,)",0.9180327868852459
"(21, 7214)","(24,)",0.9032258064516129
"(24, 7613)","(21,)",0.921875
"(21, 7613)","(24,)",0.9076923076923077
"(21, 7805)","(24,)",0.9285714285714286
"(24, 8155)","(21,)",0.9506172839506173
"(21, 8155)","(24,)",0.9390243902439024
"(24, 9566)","(21,)",0.9180327868852459
"(21, 9566)","(24,)",0.9491525423728814
"(25, 27)","(21,)",0.9307905484247374
"(21, 27)","(25,)",0.9285558384867224
"(21, 25)","(27,)",0.9615761319972878
"(25, 447)","(21,)",0.9226342710997443
"(21, 447)","(25,)",0.9297680412371134
"(25, 449)","(21,)",0.9078341013824884
"(21, 449)","(25,)",0.9148606811145511
"(21, 890)","(25,)",0.9057471264367816
"(21, 1103)","(25,)",0.9085365853658537
"(25, 1426)","(21,)",0.9037037037037037
"(21, 1627)","(25,)",0.9085365853658537
"(25, 1633)","(21,)",0.9061032863849765
"(21, 1633)","(25,)",0.9168646080760094
"(25, 1824)","(21,)",0.9540816326530612
"(21, 1824)","(25,)",0.9257425742574258
"(21, 1852)","(25,)",0.9008264462809917
"(25, 2068)","(21,)",0.9019607843137255
"(25, 2152)","(21,)",0.953757225433526
"(21, 2152)","(25,)",0.9322033898305084
"(25, 2165)","(21,)",0.900990099009901
"(21, 2623)","(25,)",0.9120521172638436
"(25, 2677)","(21,)",0.9172661870503597
"(25, 2794)","(21,)",0.9390243902439024
"(21, 2794)","(25,)",0.9058823529411765
"(21, 3446)","(25,)",0.927536231884058
"(25, 3462)","(21,)",0.9214659685863874
"(25, 3717)","(21,)",0.9264705882352942
"(25, 3858)","(21,)",0.9025974025974026
"(25, 3974)","(21,)",0.9247311827956989
"(21, 3974)","(25,)",0.9052631578947369
"(25, 4069)","(21,)",0.9032258064516129
"(21, 4069)","(25,)",0.9105691056910569
"(25, 4135)","(21,)",0.9043478260869565
"(21, 4137)","(25,)",0.9230769230769231
"(21, 4138)","(25,)",0.9054726368159204
"(25, 4325)","(21,)",0.9506172839506173
"(25, 4339)","(21,)",0.9213483146067416
"(21, 4530)","(25,)",0.9310344827586207
"(21, 4588)","(25,)",0.9649122807017544
"(25, 4630)","(21,)",0.9142857142857143
"(21, 4799)","(25,)",0.9236641221374046
"(25, 4952)","(21,)",0.9484536082474226
"(21, 4952)","(25,)",0.9292929292929293
"(25, 4965)","(21,)",0.9313725490196079
"(25, 4979)","(21,)",0.9306930693069307
"(21, 4989)","(25,)",0.9117647058823529
"(25, 5015)","(21,)",0.9239130434782609
"(21, 5015)","(25,)",0.9042553191489362
"(25, 5107)","(21,)",0.9425287356321839
"(21, 5107)","(25,)",0.9010989010989011
"(25, 5130)","(21,)",0.925
"(25, 5158)","(21,)",0.9019607843137255
"(25, 5159)","(21,)",0.9186991869918699
"(21, 5159)","(25,)",0.904
"(21, 5166)","(25,)",0.9318181818181818
"(21, 5168)","(25,)",0.9262295081967213
"(25, 5204)","(21,)",0.9701492537313433
"(21, 5306)","(25,)",0.9166666666666666
"(21, 5347)","(25,)",0.9185185185185185
"(25, 5352)","(21,)",0.9090909090909091
"(21, 5357)","(25,)",0.9247311827956989
"(21, 5417)","(25,)",0.9069767441860465
"(25, 5575)","(21,)",0.927710843373494
"(21, 5575)","(25,)",0.9166666666666666
"(25, 5755)","(21,)",0.9166666666666666
"(25, 5759)","(21,)",0.922077922077922
"(21, 6259)","(25,)",0.953125
"(25, 6440)","(21,)",0.9042553191489362
"(21, 6440)","(25,)",0.9042553191489362
"(25, 6749)","(21,)",0.95
"(21, 7081)","(25,)",0.9176470588235294
"(25, 7613)","(21,)",0.9206349206349206
"(21, 7748)","(25,)",0.9516129032258065
"(25, 7805)","(21,)",0.9285714285714286
"(21, 7805)","(25,)",0.9285714285714286
"(25, 8155)","(21,)",0.9629629629629629
"(21, 8155)","(25,)",0.9512195121951219
"(26, 27)","(21,)",0.9321372854914196
"(21, 26)","(27,)",0.9227799227799228
"(27, 28)","(21,)",0.921353065539112
"(21, 28)","(27,)",0.9134353385034584
"(27, 29)","(21,)",0.9220353789036908
"(21, 29)","(27,)",0.917028670721112
"(27, 30)","(21,)",0.9011608623548922
"(27, 67)","(21,)",0.9136822773186409
"(27, 105)","(21,)",0.9175670268107243
"(21, 105)","(27,)",0.9219943707277845
"(27, 106)","(21,)",0.9110085695451549
"(27, 117)","(21,)",0.9215876089060987
"(21, 117)","(27,)",0.9035115469788042
"(27, 249)","(21,)",0.9083820662768031
"(21, 249)","(27,)",0.9031007751937985
"(27, 295)","(21,)",0.907744874715262
"(21, 350)","(27,)",0.9022801302931596
"(27, 353)","(21,)",0.9320137693631669
"(21, 353)","(27,)",0.9085570469798657
"(27, 355)","(21,)",0.9162512462612163
"(27, 365)","(21,)",0.9077757685352622
"(27, 386)","(21,)",0.9128043990573449
"(27, 400)","(21,)",0.905
"(21, 400)","(27,)",0.9065108514190318
"(21, 415)","(27,)",0.9029850746268657
"(27, 446)","(21,)",0.9024
"(27, 447)","(21,)",0.9417852522639069
"(21, 447)","(27,)",0.9381443298969072
"(27, 449)","(21,)",0.9345509893455098
"(21, 449)","(27,)",0.9504643962848297
"(27, 456)","(21,)",0.9
"(21, 456)","(27,)",0.9226618705035972
"(27, 475)","(21,)",0.9038461538461539
"(27, 597)","(21,)",0.9032761310452418
"(27, 629)","(21,)",0.9278846153846154
"(21, 629)","(27,)",0.9234449760765551
"(27, 647)","(21,)",0.9382239382239382
"(21, 647)","(27,)",0.9
"(27, 667)","(21,)",0.9093198992443325
"(27, 698)","(21,)",0.9090909090909091
"(27, 703)","(21,)",0.9213483146067416
"(27, 816)","(21,)",0.9291338582677166
"(27, 830)","(21,)",0.9033613445378151
"(27, 880)","(21,)",0.9285714285714286
"(27, 890)","(21,)",0.9206349206349206
"(21, 890)","(27,)",0.9333333333333333
"(27, 902)","(21,)",0.906832298136646
"(27, 930)","(21,)",0.9039145907473309
"(27, 1005)","(21,)",0.9022988505747126
"(27, 1052)","(21,)",0.9212328767123288
"(27, 1067)","(21,)",0.9058823529411765
"(21, 1067)","(27,)",0.9210526315789473
"(27, 1103)","(21,)",0.9207317073170732
"(21, 1103)","(27,)",0.9207317073170732
"(21, 1110)","(27,)",0.9021739130434783
"(27, 1241)","(21,)",0.9326923076923077
"(27, 1301)","(21,)",0.9195402298850575
"(27, 1426)","(21,)",0.9298892988929889
"(21, 1426)","(27,)",0.9163636363636364
"(27, 1618)","(21,)",0.9008264462809917
"(21, 1618)","(27,)",0.923728813559322
"(21, 1627)","(27,)",0.9207317073170732
"(27, 1633)","(21,)",0.9382422802850356
"(21, 1633)","(27,)",0.9382422802850356
"(27, 1823)","(21,)",0.9139072847682119
"(27, 1824)","(21,)",0.9646464646464646
"(21, 1824)","(27,)",0.9455445544554455
"(27, 1845)","(21,)",0.9211822660098522
"(27, 1846)","(21,)",0.9139784946236559
"(27, 1848)","(21,)",0.9085365853658537
"(27, 1852)","(21,)",0.904
"(21, 1852)","(27,)",0.9338842975206612
"(21, 1869)","(27,)",0.9175257731958762
"(27, 1885)","(21,)",0.9163636363636364
"(21, 1885)","(27,)",0.9163636363636364
"(27, 2068)","(21,)",0.949748743718593
"(27, 2095)","(21,)",0.9032258064516129
"(21, 2095)","(27,)",0.9116279069767442
"(27, 2152)","(21,)",0.9653179190751445
"(21, 2152)","(27,)",0.943502824858757
"(27, 2159)","(21,)",0.918918918918919
"(27, 2165)","(21,)",0.9411764705882353
"(27, 2187)","(21,)",0.9322033898305084
"(21, 2187)","(27,)",0.9090909090909091
"(21, 2255)","(27,)",0.9142857142857143
"(27, 2279)","(21,)",0.9173553719008265
"(27, 2368)","(21,)",0.9047619047619048
"(27, 2371)","(21,)",0.9212598425196851
"(21, 2371)","(27,)",0.9
"(27, 2430)","(21,)",0.9261744966442953
"(27, 2547)","(21,)",0.9219512195121952
"(21, 2547)","(27,)",0.9310344827586207
"(27, 2612)","(21,)",0.9120879120879121
"(27, 2623)","(21,)",0.910828025477707
"(21, 2623)","(27,)",0.9315960912052117
"(27, 2657)","(21,)",0.9440559440559441
"(21, 2657)","(27,)",0.9246575342465754
"(27, 2666)","(21,)",0.9136690647482014
"(27, 2677)","(21,)",0.926829268292683
"(21, 2677)","(27,)",0.9333333333333333
"(27, 2715)","(21,)",0.9142857142857143
"(27, 2784)","(21,)",0.9482758620689655
"(21, 2784)","(27,)",0.9482758620689655
"(27, 2794)","(21,)",0.9753086419753086
"(21, 2794)","(27,)",0.9294117647058824
"(27, 3102)","(21,)",0.9310344827586207
"(27, 3109)","(21,)",0.9090909090909091
"(27, 3273)","(21,)",0.9583333333333334
"(21, 3273)","(27,)",0.9126984126984127
"(27, 3291)","(21,)",0.9491525423728814
"(27, 3378)","(21,)",0.9019607843137255
"(27, 3388)","(21,)",0.9393939393939394
"(27, 3412)","(21,)",0.9405940594059405
"(27, 3446)","(21,)",0.9264705882352942
"(21, 3446)","(27,)",0.9130434782608695
"(27, 3447)","(21,)",0.9642857142857143
"(21, 3447)","(27,)",0.9
"(27, 3462)","(21,)",0.9191919191919192
"(21, 3462)","(27,)",0.9285714285714286
"(27, 3476)","(21,)",0.926829268292683
"(21, 3476)","(27,)",0.9344262295081968
"(27, 3478)","(21,)",0.9224806201550387
"(27, 3559)","(21,)",0.9058823529411765
"(27, 3590)","(21,)",0.9076923076923077
"(21, 3590)","(27,)",0.9076923076923077
"(27, 3656)","(21,)",0.9174311926605505
"(21, 3656)","(27,)",0.9523809523809523
"(27, 3679)","(21,)",0.9130434782608695
"(27, 3711)","(21,)",0.911504424778761
"(27, 3717)","(21,)",0.9452054794520548
"(21, 3717)","(27,)",0.9078947368421053
"(21, 3805)","(27,)",0.9074074074074074
"(27, 3832)","(21,)",0.9583333333333334
"(21, 3832)","(27,)",0.965034965034965
"(27, 3858)","(21,)",0.9426751592356688
"(21, 3876)","(27,)",0.9316239316239316
"(27, 3974)","(21,)",0.9417989417989417
"(21, 3974)","(27,)",0.9368421052631579
"(27, 4009)","(21,)",0.9101123595505618
"(21, 4009)","(27,)",0.9204545454545454
"(27, 4069)","(21,)",0.9583333333333334
"(21, 4069)","(27,)",0.9349593495934959
"(27, 4135)","(21,)",0.9217391304347826
"(21, 4135)","(27,)",0.9137931034482759
"(27, 4137)","(21,)",0.9545454545454546
"(21, 4137)","(27,)",0.9692307692307692
"(27, 4138)","(21,)",0.912621359223301
"(21, 4138)","(27,)",0.9353233830845771
"(27, 4325)","(21,)",0.9431818181818182
"(21, 4325)","(27,)",0.9222222222222223
"(27, 4339)","(21,)",0.9239130434782609
"(27, 4473)","(21,)",0.9431818181818182
"(21, 4473)","(27,)",0.9021739130434783
"(27, 4530)","(21,)",0.9333333333333333
"(21, 4530)","(27,)",0.9655172413793104
"(21, 4588)","(27,)",0.9649122807017544
"(21, 4599)","(27,)",0.9047619047619048
"(27, 4630)","(21,)",0.9027777777777778
"(27, 4645)","(21,)",0.918918918918919
"(21, 4645)","(27,)",0.918918918918919
"(27, 4656)","(21,)",0.9565217391304348
"(21, 4656)","(27,)",0.9401709401709402
"(21, 4687)","(27,)",0.928
"(21, 4799)","(27,)",0.9312977099236641
"(27, 4813)","(21,)",0.9634146341463414
"(21, 4813)","(27,)",0.9404761904761905
"(27, 4830)","(21,)",0.9296875
"(27, 4952)","(21,)",0.9468085106382979
"(27, 4955)","(21,)",0.9315068493150684
"(27, 4965)","(21,)",0.9428571428571428
"(21, 4965)","(27,)",0.9252336448598131
"(27, 4979)","(21,)",0.9519230769230769
"(21, 4979)","(27,)",0.9428571428571428
"(21, 4985)","(27,)",0.9083333333333333
"(27, 4989)","(21,)",0.9405940594059405
"(21, 4989)","(27,)",0.9313725490196079
"(27, 5015)","(21,)",0.9438202247191011
"(21, 5055)","(27,)",0.9
"(27, 5107)","(21,)",0.9545454545454546
"(21, 5107)","(27,)",0.9230769230769231
"(21, 5113)","(27,)",0.9027777777777778
"(27, 5130)","(21,)",0.9418604651162791
"(21, 5130)","(27,)",0.9418604651162791
"(27, 5158)","(21,)",0.9313725490196079
"(27, 5159)","(21,)",0.9296875
"(21, 5159)","(27,)",0.952
"(27, 5160)","(21,)",0.9071428571428571
"(21, 5160)","(27,)",0.9202898550724637
"(21, 5166)","(27,)",0.9431818181818182
"(27, 5168)","(21,)",0.9274193548387096
"(21, 5168)","(27,)",0.9426229508196722
"(21, 5176)","(27,)",0.9444444444444444
"(21, 5179)","(27,)",0.911504424778761
"(27, 5198)","(21,)",0.9285714285714286
"(21, 5198)","(27,)",0.9154929577464789
"(27, 5204)","(21,)",0.96
"(21, 5204)","(27,)",0.9230769230769231
"(27, 5308)","(21,)",0.9325842696629213
"(21, 5308)","(27,)",0.9021739130434783
"(27, 5345)","(21,)",0.9393939393939394
"(21, 5345)","(27,)",0.9029126213592233
"(27, 5347)","(21,)",0.9253731343283582
"(21, 5347)","(27,)",0.9185185185185185
"(27, 5352)","(21,)",0.9215686274509803
"(21, 5352)","(27,)",0.9306930693069307
"(27, 5355)","(21,)",0.9
"(27, 5357)","(21,)",0.925531914893617
"(21, 5357)","(27,)",0.9354838709677419
"(27, 5360)","(21,)",0.9036144578313253
"(21, 5360)","(27,)",0.9036144578313253
"(21, 5417)","(27,)",0.9418604651162791
"(21, 5526)","(27,)",0.9438202247191011
"(27, 5575)","(21,)",0.9310344827586207
"(21, 5575)","(27,)",0.9642857142857143
"(27, 5755)","(21,)",0.9484536082474226
"(21, 5755)","(27,)",0.9387755102040817
"(27, 5759)","(21,)",0.9125
"(21, 5759)","(27,)",0.9240506329113924
"(27, 5826)","(21,)",0.9166666666666666
"(21, 5826)","(27,)",0.9506172839506173
"(27, 6192)","(21,)",0.9166666666666666
"(27, 6259)","(21,)",0.9117647058823529
"(21, 6259)","(27,)",0.96875
"(21, 6334)","(27,)",0.9493670886075949
"(27, 6440)","(21,)",0.978494623655914
"(21, 6440)","(27,)",0.9680851063829787
"(27, 6671)","(21,)",0.9482758620689655
"(21, 6671)","(27,)",0.9016393442622951
"(27, 6749)","(21,)",0.967741935483871
"(27, 7081)","(21,)",0.927710843373494
"(21, 7081)","(27,)",0.9058823529411765
"(27, 7214)","(21,)",0.925531914893617
"(21, 7214)","(27,)",0.9354838709677419
"(27, 7613)","(21,)",0.967741935483871
"(21, 7613)","(27,)",0.9230769230769231
"(27, 7805)","(21,)",0.9154929577464789
"(21, 7805)","(27,)",0.9285714285714286
"(27, 8155)","(21,)",0.9746835443037974
"(21, 8155)","(27,)",0.9390243902439024
"(27, 9566)","(21,)",0.9649122807017544
"(21, 9566)","(27,)",0.9322033898305084
"(21, 2152)","(1824,)",0.9830508474576272
"(21, 3463)","(2998,)",0.9
"(21, 5204)","(4325,)",0.9743589743589743
"(21, 4799)","(5160,)",0.9007633587786259
"(21, 7613)","(5107,)",0.9076923076923077
"(25, 26)","(24,)",0.9094586185438706
"(25, 27)","(24,)",0.9398337222870479
"(24, 27)","(25,)",0.9332319501774206
"(24, 25)","(27,)",0.9586401844826303
"(25, 29)","(24,)",0.9069069069069069
"(25, 446)","(24,)",0.9042207792207793
"(25, 447)","(24,)",0.928388746803069
"(24, 447)","(25,)",0.9289827255278311
"(25, 449)","(24,)",0.9047619047619048
"(24, 449)","(25,)",0.9047619047619048
"(25, 629)","(24,)",0.9174757281553398
"(25, 880)","(24,)",0.9005681818181818
"(24, 976)","(25,)",0.9008264462809917
"(25, 1067)","(24,)",0.9150943396226415
"(24, 1067)","(25,)",0.9044289044289044
"(25, 1618)","(24,)",0.9
"(25, 1624)","(24,)",0.9322033898305084
"(24, 1627)","(25,)",0.9050445103857567
"(25, 1824)","(24,)",0.9336734693877551
"(24, 1824)","(25,)",0.905940594059406
"(25, 1852)","(24,)",0.9105691056910569
"(25, 2152)","(24,)",0.9421965317919075
"(24, 2152)","(25,)",0.9157303370786517
"(25, 2159)","(24,)",0.9035087719298246
"(25, 2165)","(24,)",0.9603960396039604
"(24, 2623)","(25,)",0.918918918918919
"(25, 2657)","(24,)",0.9047619047619048
"(24, 2657)","(25,)",0.9300699300699301
"(25, 2677)","(24,)",0.9136690647482014
"(25, 2794)","(24,)",0.9390243902439024
"(24, 2794)","(25,)",0.9058823529411765
"(24, 3273)","(25,)",0.9016393442622951
"(24, 3446)","(25,)",0.9264705882352942
"(25, 3462)","(24,)",0.9109947643979057
"(24, 3559)","(25,)",0.9733333333333334
"(25, 3590)","(24,)",0.9253731343283582
"(25, 3656)","(24,)",0.9029126213592233
"(25, 3717)","(24,)",0.9558823529411765
"(25, 3858)","(24,)",0.9025974025974026
"(25, 4137)","(24,)",0.9117647058823529
"(24, 4137)","(25,)",0.9253731343283582
"(25, 4138)","(24,)",0.9038461538461539
"(24, 4271)","(25,)",0.9516129032258065
"(25, 4325)","(24,)",0.9135802469135802
"(25, 4339)","(24,)",0.9101123595505618
"(25, 4530)","(24,)",0.9072847682119205
"(24, 4530)","(25,)",0.9256756756756757
"(24, 4588)","(25,)",0.9322033898305084
"(25, 4599)","(24,)",0.9318181818181818
"(24, 4599)","(25,)",0.9534883720930233
"(25, 4630)","(24,)",0.9714285714285714
"(25, 4656)","(24,)",0.9145299145299145
"(25, 4687)","(24,)",0.92
"(25, 4799)","(24,)",0.9202898550724637
"(24, 4799)","(25,)",0.9136690647482014
"(25, 4813)","(24,)",0.9036144578313253
"(24, 4813)","(25,)",0.9146341463414634
"(25, 4830)","(24,)",0.925
"(25, 4952)","(24,)",0.9072164948453608
"(24, 4952)","(25,)",0.9072164948453608
"(25, 4965)","(24,)",0.9215686274509803
"(25, 5015)","(24,)",0.9347826086956522
"(24, 5015)","(25,)",0.9347826086956522
"(24, 5107)","(25,)",0.9176470588235294
"(24, 5158)","(25,)",0.900990099009901
"(25, 5159)","(24,)",0.967479674796748
"(25, 5160)","(24,)",0.9142857142857143
"(24, 5166)","(25,)",0.9444444444444444
"(25, 5168)","(24,)",0.90625
"(24, 5168)","(25,)",0.90625
"(25, 5203)","(24,)",0.9153846153846154
"(25, 5204)","(24,)",0.9104477611940298
"(25, 5345)","(24,)",0.9019607843137255
"(24, 5345)","(25,)",0.9019607843137255
"(24, 5347)","(25,)",0.9044117647058824
"(25, 5352)","(24,)",0.9494949494949495
"(24, 5352)","(25,)",0.9690721649484536
"(25, 5357)","(24,)",0.9183673469387755
"(24, 5357)","(25,)",0.9574468085106383
"(24, 5360)","(25,)",0.9054054054054054
"(25, 5575)","(24,)",0.9518072289156626
"(24, 5575)","(25,)",0.9186046511627907
"(25, 5759)","(24,)",0.922077922077922
"(25, 5826)","(24,)",0.9358974358974359
"(24, 6259)","(25,)",0.9411764705882353
"(25, 6440)","(24,)",0.9042553191489362
"(24, 6440)","(25,)",0.9042553191489362
"(25, 6751)","(24,)",0.9101123595505618
"(24, 7081)","(25,)",0.9024390243902439
"(25, 7613)","(24,)",0.9206349206349206
"(24, 7613)","(25,)",0.90625
"(24, 7748)","(25,)",0.9473684210526315
"(25, 7805)","(24,)",0.9428571428571428
"(25, 8155)","(24,)",0.9506172839506173
"(24, 8155)","(25,)",0.9506172839506173
"(26, 27)","(24,)",0.9343213728549142
"(24, 26)","(27,)",0.9128181679622008
"(27, 28)","(24,)",0.9321353065539112
"(27, 29)","(24,)",0.9401616073378467
"(24, 29)","(27,)",0.9093789607097592
"(27, 30)","(24,)",0.9081260364842454
"(27, 67)","(24,)",0.9141414141414141
"(27, 105)","(24,)",0.9243697478991597
"(24, 105)","(27,)",0.9069493521790342
"(27, 106)","(24,)",0.9077125906394199
"(27, 117)","(24,)",0.925459825750242
"(27, 119)","(24,)",0.9176415535797847
"(27, 249)","(24,)",0.9142300194931774
"(27, 250)","(24,)",0.9133627019089574
"(27, 295)","(24,)",0.908883826879271
"(27, 350)","(24,)",0.9143780290791599
"(27, 353)","(24,)",0.9302925989672978
